sequence_no,event_type,node_id,lot_id,time_bucket,payload
58895,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024430001,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58896,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024430002,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58897,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024430003,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58898,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024430004,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58899,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024430005,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58900,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024430006,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58901,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024430007,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58902,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024440001,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58903,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024440002,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58904,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024440003,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58905,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024440004,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58906,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024440005,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58907,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024440006,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58908,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024440007,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58909,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024450001,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58910,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024450002,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58911,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024450003,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58912,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024450004,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58913,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024450005,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58914,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024450006,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58915,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024450007,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58916,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024460001,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58917,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024460002,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58918,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024460003,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58919,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024460004,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58920,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024460005,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58921,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024460006,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58922,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024460007,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58923,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024470001,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58924,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024470002,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58925,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024470003,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58926,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024470004,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58927,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024470005,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58928,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024470006,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58929,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024470007,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58930,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024480001,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58931,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024480002,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58932,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024480003,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58933,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024480004,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58934,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024480005,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58935,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024480006,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58936,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024480007,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58937,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024490001,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58938,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024490002,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58939,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024490003,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58940,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024490004,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58941,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024490005,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58942,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024490006,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58943,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024490007,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58944,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024500001,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58945,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024500002,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58946,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024500003,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58947,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024500004,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58948,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024500005,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58949,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024500006,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58950,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024500007,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58951,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024510001,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58952,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024510002,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58953,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024510003,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58954,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024510004,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58955,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024510005,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58956,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024510006,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58957,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024510007,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58958,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024520001,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58959,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024520002,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58960,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024520003,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58961,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024520004,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58962,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024520005,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58963,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024520006,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58964,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2024520007,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58965,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025010001,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58966,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025010002,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58967,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025010003,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58968,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025010004,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58969,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025010005,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58970,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025010006,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58971,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025010007,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58972,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025020001,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58973,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025020002,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58974,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025020003,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58975,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025020004,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58976,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025020005,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58977,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025020006,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58978,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025020007,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58979,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025030001,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58980,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025030002,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58981,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025030003,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58982,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025030004,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58983,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025030005,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58984,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025030006,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58985,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025030007,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58986,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025040001,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58987,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025040002,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58988,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025040003,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58989,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025040004,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58990,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025040005,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58991,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025040006,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58992,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025040007,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58993,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025050001,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58994,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025050002,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58995,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025050003,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58996,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025050004,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58997,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025050005,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58998,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025050006,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
58999,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025050007,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
59000,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025060001,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
59001,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025060002,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
59002,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025060003,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
59003,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025060004,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
59004,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025060005,172,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 726, ""production_size"": 3, ""sales_size"": 0, ""week_no"": 172}"
