sequence_no,event_type,node_id,lot_id,time_bucket,payload
25890,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025190001,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25891,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025190002,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25892,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025190003,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25893,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025190004,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25894,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025190005,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25895,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025190006,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25896,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025190007,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25897,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025200001,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25898,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025200002,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25899,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025200003,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25900,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025200004,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25901,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025200005,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25902,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025200006,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25903,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025200007,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25904,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025210001,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25905,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025210002,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25906,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025210003,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25907,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025210004,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25908,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025210005,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25909,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025210006,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25910,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025210007,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25911,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025220001,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25912,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025220002,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25913,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025220003,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25914,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025220004,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25915,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025220005,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25916,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025220006,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25917,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025220007,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25918,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025230001,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25919,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025230002,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25920,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025230003,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25921,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025230004,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25922,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025230005,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25923,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025230006,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25924,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025230007,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25925,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025240001,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25926,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025240002,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25927,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025240003,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25928,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025240004,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25929,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025240005,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25930,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025240006,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25931,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025240007,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25932,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025250001,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25933,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025250002,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25934,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025250003,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25935,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025250004,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25936,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025250005,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25937,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025250006,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25938,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025250007,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25939,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025260001,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25940,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025260002,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25941,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025260003,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25942,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025260004,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25943,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025260005,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25944,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025260006,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25945,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025260007,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25946,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025270001,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25947,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025270002,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25948,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025270003,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25949,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025270004,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25950,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025270005,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25951,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025270006,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25952,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025270007,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25953,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025280001,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25954,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025280002,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25955,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025280003,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25956,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025280004,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25957,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025280005,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25958,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025280006,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25959,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025280007,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25960,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025290001,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25961,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025290002,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25962,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025290003,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25963,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025290004,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25964,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025290005,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25965,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025290006,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25966,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025290007,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25967,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025300001,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25968,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025300002,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25969,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025300003,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25970,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025300004,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25971,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025300005,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25972,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025300006,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25973,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025300007,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25974,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025310001,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25975,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025310002,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25976,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025310003,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25977,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025310004,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25978,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025310005,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25979,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025310006,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25980,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025310007,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25981,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025320001,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25982,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025320002,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25983,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025320003,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25984,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025320004,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25985,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025320005,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25986,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025320006,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25987,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025320007,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25988,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025330001,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25989,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025330002,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25990,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025330003,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25991,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025330004,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25992,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025330005,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25993,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025330006,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25994,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025330007,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25995,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025340001,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25996,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025340002,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25997,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025340003,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25998,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025340004,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
25999,lot_move_to_inventory,DADCAL,CS_CAL-CAL_RICE_1-2025340005,121,"{""from_slot"": ""prev_I_or_P"", ""to_slot"": ""I"", ""prev_inventory_size"": 569, ""production_size"": 7, ""sales_size"": 0, ""week_no"": 121}"
